source_database	source_version	evidence_role	namespace	raw_identifier	mapping_query_id	isoform_specific	occurrence_count	all_uniprot_targets	reviewed_human_targets	resolved_accession	resolution_status	resolution_reason
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	P55055-1	P55055	true	8	P55055	P55055		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	P55075-4	P55075	true	2				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	P56159-2	P56159	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	P58400-1	P58400	true	3				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	P58400-2	P58400	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	P60880-2	P60880	true	3				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	P60953-1	P60953	true	1	P60953	P60953		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	P60953-2	P60953	true	11	P60953	P60953		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	P61077-1	P61077	true	4	P61077	P61077		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	P61278-PRO_0000033088	P61278-PRO_0000033088	false	2				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	P61328-2	P61328	true	3				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	P62068-1	P62068	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	P62993-1	P62993	true	5	P62993	P62993		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	P63000-1	P63000	true	2	P63000	P63000		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	P63208-1	P63208	true	2	P63208	P63208		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	P68036-1	P68036	true	2	P68036	P68036		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	P78344-1	P78344	true	1	P78344	P78344		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	P80098-PRO_0000005183	P80098-PRO_0000005183	false	1				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	P83110-1	P83110	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	P83110-2	P83110	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	P98171-1	P98171	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q00987-11	Q00987	true	1	Q00987	Q00987		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q01344-2	Q01344	true	3	Q01344	Q01344		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q01523-PRO_0000417390	Q01523-PRO_0000417390	false	1				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q01831-1	Q01831	true	3	Q01831	Q01831		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q02078-1	Q02078	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q02297-6	Q02297	true	2	Q02297	Q02297		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q05086-2	Q05086	true	1	Q05086	Q05086		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q05586-2	Q05586	true	1	Q05586	Q05586		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q06033-PRO_0000016530	Q06033-PRO_0000016530	false	1				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q06330-6	Q06330	true	1	Q06330	Q06330		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q06455-4	Q06455	true	1	Q06455	Q06455		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q07817-1	Q07817	true	24	Q07817	Q07817		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q07820-1	Q07820	true	1	Q07820	Q07820		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q07869-1	Q07869	true	4	Q07869	Q07869		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q07889-1	Q07889	true	9	Q07889	Q07889		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q08209-1	Q08209	true	5	Q08209	Q08209		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q0D2I5-5	Q0D2I5	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q12830-4	Q12830	true	7	Q12830	Q12830		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q12888-1	Q12888	true	9	Q12888	Q12888		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q12972-1	Q12972	true	3				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q13042-1	Q13042	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q13043-1	Q13043	true	2				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q13191-1	Q13191	true	4	Q13191	Q13191		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q13309-1	Q13309	true	2	Q13309	Q13309		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q13324-1	Q13324	true	3				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q13490-1	Q13490	true	1	Q13490	Q13490		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q13671-1	Q13671	true	1	Q13671	Q13671		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q13748	Q13748	false	2	P0DPH7;P0DPH8	P0DPH7;P0DPH8		quarantine	multiple_reviewed_human_targets
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q13936-20	Q13936	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q14318-2	Q14318	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q14393-2	Q14393	true	8				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q14790-2	Q14790	true	1	Q14790	Q14790		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q14790-PRO_0000004629	Q14790-PRO_0000004629	false	2				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q14790-PRO_0000004631	Q14790-PRO_0000004631	false	2				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q14974-1	Q14974	true	2	Q14974	Q14974		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q15256-1	Q15256	true	4				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q15382-PRO_0000082708	Q15382-PRO_0000082708	false	1				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q15438-2	Q15438	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q15485-PRO_0000009139	Q15485-PRO_0000009139	false	4				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q15746-1	Q15746	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q15788-1	Q15788	true	1	Q15788	Q15788		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q15828-PRO_0000006648	Q15828-PRO_0000006648	false	2				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q16181-1	Q16181	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q16539-1	Q16539	true	4	Q16539	Q16539		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q16630-1	Q16630	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q16891-1	Q16891	true	6	Q16891	Q16891		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q2NKJ3-1	Q2NKJ3	true	3				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q30201-1	Q30201	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q5H9F3-1	Q5H9F3	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q5JRX3-1	Q5JRX3	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q5JVF3-1	Q5JVF3	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q5TCZ1-2	Q5TCZ1	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q6FI81-1	Q6FI81	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q6KF10-PRO_0000042253	Q6KF10-PRO_0000042253	false	2				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q6W2J9-1	Q6W2J9	true	2				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q6XZF7-1	Q6XZF7	true	2				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q6Y7W6-1	Q6Y7W6	true	2	Q6Y7W6	Q6Y7W6		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q6ZMJ4-1	Q6ZMJ4	true	3				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q6ZVN8-1	Q6ZVN8	true	2	Q6ZVN8	Q6ZVN8		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q6ZW49-1	Q6ZW49	true	7				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q71F23-1	Q71F23	true	2				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q7L8A9-1	Q7L8A9	true	2				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q7RTN6-1	Q7RTN6	true	2				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q7Z6K5-1	Q7Z6K5	true	3				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q86SX6-PRO_0000141650	Q86SX6-PRO_0000141650	false	4				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q86SZ2-1	Q86SZ2	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q86U44-1	Q86U44	true	1	Q86U44	Q86U44		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q86UY6-1	Q86UY6	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q8IU54-PRO_0000015511	Q8IU54-PRO_0000015511	false	1				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q8IUF8-1	Q8IUF8	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q8IX03-1	Q8IX03	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q8IY67-1	Q8IY67	true	2				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q8IYB4-6	Q8IYB4	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q8IYD8-1	Q8IYD8	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q8IYV9-1	Q8IYV9	true	7				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q8N5D0-4	Q8N5D0	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q8N5H7-2	Q8N5H7	true	1	Q8N5H7	Q8N5H7		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q8NBP7-1	Q8NBP7	true	1	Q8NBP7	Q8NBP7		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q8NG31-2	Q8NG31	true	3				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q8TAF3-1	Q8TAF3	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q8TDX7-1	Q8TDX7	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q8TEL6-1	Q8TEL6	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q8TEP8-3	Q8TEP8	true	2				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q8WWW0-1	Q8WWW0	true	3				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q8WXF1-1	Q8WXF1	true	3				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q8WZ42-3	Q8WZ42	true	1	Q8WZ42	Q8WZ42		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q92496-1	Q92496	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q92496-3	Q92496	true	2				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q92673-PRO_0000033164	Q92673-PRO_0000033164	false	3				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q92783-1	Q92783	true	1	Q92783	Q92783		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q92854-1	Q92854	true	2				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q92973-2	Q92973	true	2	Q92973	Q92973		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q93038-1	Q93038	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q95460-1	Q95460	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q969J5-2	Q969J5	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q969J5-3	Q969J5	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q969J5-PRO_0000011016	Q969J5-PRO_0000011016	false	1				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q96AE4-1	Q96AE4	true	2				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q96B02-1	Q96B02	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q96B86-1	Q96B86	true	2				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q96B97-1	Q96B97	true	2	Q96B97	Q96B97		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q96CB9-1	Q96CB9	true	3				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q96E14-1	Q96E14	true	2				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q96FW1-1	Q96FW1	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q96I24-1	Q96I24	true	1	Q96I24	Q96I24		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q96P16-1	Q96P16	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q96P20-1	Q96P20	true	1	Q96P20	Q96P20		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q96PU5-5	Q96PU5	true	2	Q96PU5	Q96PU5		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q96QF0-2	Q96QF0	true	2	Q96QF0	Q96QF0		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q96QV1-1	Q96QV1	true	2	Q96QV1	Q96QV1		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q96RI1-2	Q96RI1	true	2				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q96RU8-1	Q96RU8	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99062-1	Q99062	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99081-3	Q99081	true	1	Q99081	Q99081		quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99418	Q99418	false	2				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99418-2	Q99418	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99435-1	Q99435	true	2				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99459	Q99459	false	1				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99460	Q99460	false	3				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99496	Q99496	false	6				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99523	Q99523	false	22				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99523-PRO_0000033162	Q99523-PRO_0000033162	false	2				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99523-PRO_0000033163	Q99523-PRO_0000033163	false	4				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99538-PRO_0000026502	Q99538-PRO_0000026502	false	2				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99558	Q99558	false	4				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99584	Q99584	false	2				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99598	Q99598	false	1				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99616	Q99616	false	3				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99619	Q99619	false	1				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99653	Q99653	false	2				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99683	Q99683	false	1				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99700	Q99700	false	1				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99708	Q99708	false	1				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99714	Q99714	false	2				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99719-1	Q99719	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99728	Q99728	false	2				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99731-PRO_0000005214	Q99731-PRO_0000005214	false	1				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99732	Q99732	false	1				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99759	Q99759	false	3				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99767	Q99767	false	7				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99814	Q99814	false	4				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99816	Q99816	false	1				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99816-1	Q99816	true	2				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99828	Q99828	false	2				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99836	Q99836	false	1				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99836-1	Q99836	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99933	Q99933	false	2				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99941	Q99941	false	5				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99952	Q99952	false	3				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99962	Q99962	false	5				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99963	Q99963	false	4				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q99988	Q99988	false	2				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q9BPX7	Q9BPX7	false	1				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q9BPZ3	Q9BPZ3	false	7				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q9BQ51	Q9BQ51	false	14				quarantine	unmapped_in_pinned_uniprot_release
IntAct	2026-01-09	positive_evidence	UniProtKB_AC-ID	Q9BQB4	Q9BQB4	false	5				quarantine	unmapped_in_pinned_uniprot_release
