pair_id,uniprot_a,uniprot_b,label,evidence_class,complex_group_id,pair_status,exclusion_reason
HUMAN_O15400_Q7Z5P4,O15400,Q7Z5P4,1,direct_positive,,eligible,
HUMAN_O15400_Q86VR2,O15400,Q86VR2,1,direct_positive,,eligible,
HUMAN_O15400_Q8N112,O15400,Q8N112,1,direct_positive,,eligible,
HUMAN_O15400_Q8N5K1,O15400,Q8N5K1,1,direct_positive,,eligible,
HUMAN_O15400_Q8N5M9,O15400,Q8N5M9,1,direct_positive,,eligible,
HUMAN_O15400_Q8NBQ5,O15400,Q8NBQ5,1,direct_positive,,eligible,
HUMAN_O15400_Q8NFK1,O15400,Q8NFK1,1,direct_positive,,eligible,
HUMAN_O15400_Q8TBP5,O15400,Q8TBP5,1,direct_positive,,eligible,
HUMAN_O15400_Q96BA8,O15400,Q96BA8,1,direct_positive,,eligible,
HUMAN_O15400_Q96DZ7,O15400,Q96DZ7,1,direct_positive,,eligible,
HUMAN_O15400_Q96HE8,O15400,Q96HE8,1,direct_positive,,eligible,
HUMAN_O15400_Q96KR6,O15400,Q96KR6,1,direct_positive,,eligible,
HUMAN_O15400_Q9GZY8,O15400,Q9GZY8,1,direct_positive,,eligible,
HUMAN_O15400_Q9H400,O15400,Q9H400,1,direct_positive,,eligible,
HUMAN_O15400_Q9H902,O15400,Q9H902,1,direct_positive,,eligible,
HUMAN_O15400_Q9HA82,O15400,Q9HA82,1,direct_positive,,eligible,
HUMAN_O15400_Q9NR31,O15400,Q9NR31,1,direct_positive,,eligible,
HUMAN_O15400_Q9NYP7,O15400,Q9NYP7,1,direct_positive,,eligible,
HUMAN_O15400_Q9ULD2,O15400,Q9ULD2,1,direct_positive,,eligible,
HUMAN_O15400_Q9Y320,O15400,Q9Y320,1,direct_positive,,eligible,
HUMAN_O15400_Q9Y680,O15400,Q9Y680,1,direct_positive,,eligible,
HUMAN_O15405_O75603,O15405,O75603,1,direct_positive,,eligible,
HUMAN_O15405_P53990,O15405,P53990,1,direct_positive,,eligible,
HUMAN_O15405_Q08117,O15405,Q08117,1,direct_positive,,eligible,
HUMAN_O15405_Q13526,O15405,Q13526,1,direct_positive,,eligible,
HUMAN_O15405_Q14192,O15405,Q14192,1,direct_positive,,eligible,
HUMAN_O15405_Q5T7W7,O15405,Q5T7W7,1,direct_positive,,eligible,
HUMAN_O15405_Q6UXD5,O15405,Q6UXD5,1,direct_positive,,eligible,
HUMAN_O15405_Q96HA1,O15405,Q96HA1,1,direct_positive,,eligible,
HUMAN_O15405_Q9BYQ0,O15405,Q9BYQ0,1,direct_positive,,eligible,
HUMAN_O15405_Q9BYQ3,O15405,Q9BYQ3,1,direct_positive,,eligible,
HUMAN_O15405_Q9H1M0,O15405,Q9H1M0,1,direct_positive,,eligible,
HUMAN_O15405_Q9H596,O15405,Q9H596,1,direct_positive,,eligible,
HUMAN_O15409_P56545,O15409,P56545,1,direct_positive,,eligible,
HUMAN_O15409_Q00526,O15409,Q00526,1,direct_positive,,eligible,
HUMAN_O15409_Q08117,O15409,Q08117,1,direct_positive,,eligible,
HUMAN_O15409_Q13526,O15409,Q13526,1,direct_positive,,eligible,
HUMAN_O15409_Q8TBB1,O15409,Q8TBB1,1,direct_positive,,eligible,
HUMAN_O15409_Q96A04,O15409,Q96A04,1,direct_positive,,eligible,
HUMAN_O15427_P48165,O15427,P48165,1,direct_positive,,eligible,
HUMAN_O15427_P84074,O15427,P84074,1,direct_positive,,eligible,
HUMAN_O15427_Q8WUI4,O15427,Q8WUI4,1,direct_positive,,eligible,
HUMAN_O15427_Q9UHD9,O15427,Q9UHD9,1,direct_positive,,eligible,
HUMAN_O15427_Q9UMX0,O15427,Q9UMX0,1,direct_positive,,eligible,
HUMAN_O15428_P10636,O15428,P10636,1,direct_positive,,eligible,
HUMAN_O15432_Q12983,O15432,Q12983,1,direct_positive,,eligible,
HUMAN_O15439_Q00013,O15439,Q00013,1,direct_positive,,eligible,
HUMAN_O15442_Q9BSU1,O15442,Q9BSU1,1,direct_positive,,eligible,
HUMAN_O15442_Q9UGI0,O15442,Q9UGI0,1,direct_positive,,eligible,
HUMAN_O15444_P02776,O15444,P02776,1,direct_positive,,eligible,
HUMAN_O15444_P13501,O15444,P13501,1,direct_positive,,eligible,
HUMAN_O15444_P48061,O15444,P48061,1,direct_positive,,eligible,
HUMAN_O15444_Q92583,O15444,Q92583,1,direct_positive,,eligible,
HUMAN_O15467_P13501,O15467,P13501,1,direct_positive,,eligible,
HUMAN_O15467_Q9UHD9,O15467,Q9UHD9,1,direct_positive,,eligible,
HUMAN_O15479_O96006,O15479,O96006,1,direct_positive,,eligible,
HUMAN_O15479_Q96S94,O15479,Q96S94,1,direct_positive,,eligible,
HUMAN_O15479_Q99757,O15479,Q99757,1,direct_positive,,eligible,
HUMAN_O15479_Q99856,O15479,Q99856,1,direct_positive,,eligible,
HUMAN_O15479_Q9BQ95,O15479,Q9BQ95,1,direct_positive,,eligible,
HUMAN_O15481_O75409,O15481,O75409,1,direct_positive,,eligible,
HUMAN_O15481_P14927,O15481,P14927,1,direct_positive,,eligible,
HUMAN_O15481_P78537,O15481,P78537,1,direct_positive,,eligible,
HUMAN_O15481_Q13503,O15481,Q13503,1,direct_positive,,eligible,
HUMAN_O15481_Q14254,O15481,Q14254,1,direct_positive,,eligible,
HUMAN_O15481_Q14696,O15481,Q14696,1,direct_positive,,eligible,
HUMAN_O15481_Q49A88,O15481,Q49A88,1,direct_positive,,eligible,
HUMAN_O15481_Q4LEZ3,O15481,Q4LEZ3,1,direct_positive,,eligible,
HUMAN_O15481_Q59EK9,O15481,Q59EK9,1,direct_positive,,eligible,
HUMAN_O15481_Q63ZY3,O15481,Q63ZY3,1,direct_positive,,eligible,
HUMAN_O15481_Q8IYA8,O15481,Q8IYA8,1,direct_positive,,eligible,
HUMAN_O15481_Q8N6Y0,O15481,Q8N6Y0,1,direct_positive,,eligible,
HUMAN_O15481_Q8N9W4,O15481,Q8N9W4,1,direct_positive,,eligible,
HUMAN_O15481_Q8WXI4,O15481,Q8WXI4,1,direct_positive,,eligible,
HUMAN_O15481_Q92997,O15481,Q92997,1,direct_positive,,eligible,
HUMAN_O15481_Q96AZ1,O15481,Q96AZ1,1,direct_positive,,eligible,
HUMAN_O15481_Q96C01,O15481,Q96C01,1,direct_positive,,eligible,
HUMAN_O15481_Q96FV9,O15481,Q96FV9,1,direct_positive,,eligible,
HUMAN_O15481_Q96JN2,O15481,Q96JN2,1,direct_positive,,eligible,
HUMAN_O15481_Q96RJ6,O15481,Q96RJ6,1,direct_positive,,eligible,
HUMAN_O15481_Q99856,O15481,Q99856,1,direct_positive,,eligible,
HUMAN_O15481_Q9HD90,O15481,Q9HD90,1,direct_positive,,eligible,
HUMAN_O15481_Q9NRD5,O15481,Q9NRD5,1,direct_positive,,eligible,
HUMAN_O15481_Q9NW75,O15481,Q9NW75,1,direct_positive,,eligible,
HUMAN_O15481_Q9UGI0,O15481,Q9UGI0,1,direct_positive,,eligible,
HUMAN_O15481_Q9UPV9,O15481,Q9UPV9,1,direct_positive,,eligible,
HUMAN_O15482_Q01850,O15482,Q01850,1,direct_positive,,eligible,
HUMAN_O15482_Q15323,O15482,Q15323,1,direct_positive,,eligible,
HUMAN_O15482_Q7Z3Y8,O15482,Q7Z3Y8,1,direct_positive,,eligible,
HUMAN_O15482_Q8N720,O15482,Q8N720,1,direct_positive,,eligible,
HUMAN_O15482_Q9ULS5,O15482,Q9ULS5,1,direct_positive,,eligible,
HUMAN_O15492_P25100,O15492,P25100,0,curated_negative,,eligible,
HUMAN_O15492_P35348,O15492,P35348,0,curated_negative,,eligible,
HUMAN_O15492_P35368,O15492,P35368,0,curated_negative,,eligible,
HUMAN_O15496_O43593,O15496,O43593,1,direct_positive,,eligible,
HUMAN_O15496_O43711,O15496,O43711,1,direct_positive,,eligible,
HUMAN_O15496_O60336,O15496,O60336,1,direct_positive,,eligible,
HUMAN_O15496_O75593,O15496,O75593,1,direct_positive,,eligible,
HUMAN_O15496_O75716,O15496,O75716,1,direct_positive,,eligible,
HUMAN_O15496_O95817,O15496,O95817,1,direct_positive,,eligible,
HUMAN_O15496_O95947,O15496,O95947,1,direct_positive,,eligible,
HUMAN_O15496_P09234,O15496,P09234,1,direct_positive,,eligible,
HUMAN_O15496_P21145,O15496,P21145,1,direct_positive,,eligible,
HUMAN_O15496_P21549,O15496,P21549,1,direct_positive,,eligible,
HUMAN_O15496_P29972,O15496,P29972,1,direct_positive,,eligible,
HUMAN_O15496_P31273,O15496,P31273,1,direct_positive,,eligible,
HUMAN_O15496_P32242,O15496,P32242,1,direct_positive,,eligible,
HUMAN_O15496_P54253,O15496,P54253,1,direct_positive,,eligible,
HUMAN_O15496_P78337,O15496,P78337,1,direct_positive,,eligible,
HUMAN_O15496_Q01974,O15496,Q01974,1,direct_positive,,eligible,
HUMAN_O15496_Q02930,O15496,Q02930,1,direct_positive,,eligible,
HUMAN_O15496_Q03989,O15496,Q03989,1,direct_positive,,eligible,
HUMAN_O15496_Q0VD86,O15496,Q0VD86,1,direct_positive,,eligible,
HUMAN_O15496_Q15319,O15496,Q15319,1,direct_positive,,eligible,
HUMAN_O15496_Q3V5L5,O15496,Q3V5L5,1,direct_positive,,eligible,
HUMAN_O15496_Q5T749,O15496,Q5T749,1,direct_positive,,eligible,
HUMAN_O15496_Q5T751,O15496,Q5T751,1,direct_positive,,eligible,
HUMAN_O15496_Q5T7P2,O15496,Q5T7P2,1,direct_positive,,eligible,
HUMAN_O15496_Q5TA79,O15496,Q5TA79,1,direct_positive,,eligible,
HUMAN_O15496_Q5TA82,O15496,Q5TA82,1,direct_positive,,eligible,
HUMAN_O15496_Q6P1W5,O15496,Q6P1W5,1,direct_positive,,eligible,
HUMAN_O15496_Q6PEX3,O15496,Q6PEX3,1,direct_positive,,eligible,
HUMAN_O15496_Q7Z5V6,O15496,Q7Z5V6,1,direct_positive,,eligible,
HUMAN_O15496_Q86UR1,O15496,Q86UR1,1,direct_positive,,eligible,
HUMAN_O15496_Q8IUC1,O15496,Q8IUC1,1,direct_positive,,eligible,
HUMAN_O15496_Q8NEC5,O15496,Q8NEC5,1,direct_positive,,eligible,
HUMAN_O15496_Q8WU58,O15496,Q8WU58,1,direct_positive,,eligible,
HUMAN_O15496_Q92734,O15496,Q92734,1,direct_positive,,eligible,
HUMAN_O15496_Q96HA8,O15496,Q96HA8,1,direct_positive,,eligible,
HUMAN_O15496_Q96HB5,O15496,Q96HB5,1,direct_positive,,eligible,
HUMAN_O15496_Q96K80,O15496,Q96K80,1,direct_positive,,eligible,
HUMAN_O15496_Q99932,O15496,Q99932,1,direct_positive,,eligible,
HUMAN_O15496_Q9BWX5,O15496,Q9BWX5,1,direct_positive,,eligible,
HUMAN_O15496_Q9BXY8,O15496,Q9BXY8,1,direct_positive,,eligible,
HUMAN_O15496_Q9ULV5,O15496,Q9ULV5,1,direct_positive,,eligible,
HUMAN_O15496_Q9Y223,O15496,Q9Y223,1,direct_positive,,eligible,
HUMAN_O15499_O15550,O15499,O15550,1,direct_positive,,eligible,
HUMAN_O15499_O43741,O15499,O43741,1,direct_positive,,eligible,
HUMAN_O15499_O75344,O15499,O75344,1,direct_positive,,eligible,
HUMAN_O15499_O75575,O15499,O75575,1,direct_positive,,eligible,
HUMAN_O15499_O75603,O15499,O75603,1,direct_positive,,eligible,
HUMAN_O15499_O76011,O15499,O76011,1,direct_positive,,eligible,
HUMAN_O15499_P05187,O15499,P05187,1,direct_positive,,eligible,
HUMAN_O15499_P08758,O15499,P08758,1,direct_positive,,eligible,
HUMAN_O15499_P26371,O15499,P26371,1,direct_positive,,eligible,
HUMAN_O15499_P27658,O15499,P27658,1,direct_positive,,eligible,
HUMAN_O15499_P27797,O15499,P27797,1,direct_positive,,eligible,
HUMAN_O15499_P33402,O15499,P33402,1,direct_positive,,eligible,
HUMAN_O15499_P43080,O15499,P43080,1,direct_positive,,eligible,
HUMAN_O15499_P45984,O15499,P45984,1,direct_positive,,eligible,
HUMAN_O15499_P55273,O15499,P55273,1,direct_positive,,eligible,
HUMAN_O15499_P62699,O15499,P62699,1,direct_positive,,eligible,
HUMAN_O15499_P63241,O15499,P63241,1,direct_positive,,eligible,
HUMAN_O15499_P68400,O15499,P68400,1,direct_positive,,eligible,
HUMAN_O15499_Q08493,O15499,Q08493,1,direct_positive,,eligible,
HUMAN_O15499_Q12797,O15499,Q12797,1,direct_positive,,eligible,
HUMAN_O15499_Q12982,O15499,Q12982,1,direct_positive,,eligible,
HUMAN_O15499_Q13426,O15499,Q13426,1,direct_positive,,eligible,
HUMAN_O15499_Q13901,O15499,Q13901,1,direct_positive,,eligible,
HUMAN_O15499_Q16134,O15499,Q16134,1,direct_positive,,eligible,
HUMAN_O15499_Q2M1V0,O15499,Q2M1V0,1,direct_positive,,eligible,
HUMAN_O15499_Q2WGJ6,O15499,Q2WGJ6,1,direct_positive,,eligible,
HUMAN_O15499_Q5T5B0,O15499,Q5T5B0,1,direct_positive,,eligible,
HUMAN_O15499_Q6NT76,O15499,Q6NT76,1,direct_positive,,eligible,
HUMAN_O15499_Q6ZYL4,O15499,Q6ZYL4,1,direct_positive,,eligible,
HUMAN_O15499_Q712K3,O15499,Q712K3,1,direct_positive,,eligible,
HUMAN_O15499_Q8N0Y2,O15499,Q8N0Y2,1,direct_positive,,eligible,
HUMAN_O15499_Q8N1M1,O15499,Q8N1M1,1,direct_positive,,eligible,
HUMAN_O15499_Q8N9M1,O15499,Q8N9M1,1,direct_positive,,eligible,
HUMAN_O15499_Q8NCW6,O15499,Q8NCW6,1,direct_positive,,eligible,
HUMAN_O15499_Q8WV07,O15499,Q8WV07,1,direct_positive,,eligible,
HUMAN_O15499_Q969E8,O15499,Q969E8,1,direct_positive,,eligible,
HUMAN_O15499_Q96BW5,O15499,Q96BW5,1,direct_positive,,eligible,
HUMAN_O15499_Q96EL3,O15499,Q96EL3,1,direct_positive,,eligible,
HUMAN_O15499_Q96SQ5,O15499,Q96SQ5,1,direct_positive,,eligible,
HUMAN_O15499_Q9BVW5,O15499,Q9BVW5,1,direct_positive,,eligible,
HUMAN_O15499_Q9H1H1,O15499,Q9H1H1,1,direct_positive,,eligible,
HUMAN_O15499_Q9H322,O15499,Q9H322,1,direct_positive,,eligible,
HUMAN_O15499_Q9H5X1,O15499,Q9H5X1,1,direct_positive,,eligible,
HUMAN_O15499_Q9H6Z9,O15499,Q9H6Z9,1,direct_positive,,eligible,
HUMAN_O15499_Q9H7N4,O15499,Q9H7N4,1,direct_positive,,eligible,
HUMAN_O15499_Q9UBU8,O15499,Q9UBU8,1,direct_positive,,eligible,
HUMAN_O15499_Q9UI95,O15499,Q9UI95,1,direct_positive,,eligible,
HUMAN_O15499_Q9UJV3,O15499,Q9UJV3,1,direct_positive,,eligible,
HUMAN_O15499_Q9UNF0,O15499,Q9UNF0,1,direct_positive,,eligible,
HUMAN_O15499_Q9Y3D9,O15499,Q9Y3D9,1,direct_positive,,eligible,
HUMAN_O15499_Q9Y463,O15499,Q9Y463,1,direct_positive,,eligible,
HUMAN_O15499_Q9Y4F3,O15499,Q9Y4F3,1,direct_positive,,eligible,
HUMAN_O15499_Q9Y5B8,O15499,Q9Y5B8,1,direct_positive,,eligible,
HUMAN_O15503_Q13520,O15503,Q13520,1,direct_positive,,eligible,
HUMAN_O15503_Q96Q45,O15503,Q96Q45,1,direct_positive,,eligible,
HUMAN_O15504_O76011,O15504,O76011,1,direct_positive,,eligible,
HUMAN_O15516_Q8WYA1,O15516,Q8WYA1,1,direct_positive,,eligible,
HUMAN_O15519_Q13077,O15519,Q13077,1,direct_positive,,eligible,
HUMAN_O15520_P21802,O15520,P21802,1,direct_positive,PDB_1NUN,eligible,
HUMAN_O15520_Q8N9Q2,O15520,Q8N9Q2,1,direct_positive,,eligible,
HUMAN_O15520_Q9NVV9,O15520,Q9NVV9,1,direct_positive,,eligible,
HUMAN_O15524_P08581,O15524,P08581,1,direct_positive,,eligible,
HUMAN_O15524_Q99961,O15524,Q99961,1,direct_positive,,eligible,
HUMAN_O15525_P18847,O15525,P18847,1,direct_positive,,eligible,
HUMAN_O15525_P35638,O15525,P35638,1,direct_positive,,eligible,
HUMAN_O15525_Q14494,O15525,Q14494,1,direct_positive,,eligible,
HUMAN_O15525_Q16236,O15525,Q16236,1,direct_positive,,eligible,
HUMAN_O15525_Q16649,O15525,Q16649,1,direct_positive,,eligible,
HUMAN_O15525_Q9BYV9,O15525,Q9BYV9,1,direct_positive,,eligible,
HUMAN_O15529_O43451,O15529,O43451,1,direct_positive,,eligible,
HUMAN_O15529_O43561,O15529,O43561,1,direct_positive,,eligible,
HUMAN_O15529_O43759,O15529,O43759,1,direct_positive,,eligible,
HUMAN_O15529_O60883,O15529,O60883,1,direct_positive,,eligible,
HUMAN_O15529_O95070,O15529,O95070,1,direct_positive,,eligible,
HUMAN_O15529_O95159,O15529,O95159,1,direct_positive,,eligible,
HUMAN_O15529_O95214,O15529,O95214,1,direct_positive,,eligible,
HUMAN_O15529_P02787,O15529,P02787,1,direct_positive,,eligible,
HUMAN_O15529_P02808,O15529,P02808,1,direct_positive,,eligible,
HUMAN_O15529_P04921,O15529,P04921,1,direct_positive,,eligible,
HUMAN_O15529_P05090,O15529,P05090,1,direct_positive,,eligible,
HUMAN_O15529_P09466,O15529,P09466,1,direct_positive,,eligible,
HUMAN_O15529_P0DN84,O15529,P0DN84,1,direct_positive,,eligible,
HUMAN_O15529_P11215,O15529,P11215,1,direct_positive,,eligible,
HUMAN_O15529_P11836,O15529,P11836,1,direct_positive,,eligible,
HUMAN_O15529_P11912,O15529,P11912,1,direct_positive,,eligible,
HUMAN_O15529_P20292,O15529,P20292,1,direct_positive,,eligible,
HUMAN_O15529_P21964,O15529,P21964,1,direct_positive,,eligible,
HUMAN_O15529_P24593,O15529,P24593,1,direct_positive,,eligible,
HUMAN_O15529_P27449,O15529,P27449,1,direct_positive,,eligible,
HUMAN_O15529_P29033,O15529,P29033,1,direct_positive,,eligible,
HUMAN_O15529_P42857,O15529,P42857,1,direct_positive,,eligible,
HUMAN_O15529_P48230,O15529,P48230,1,direct_positive,,eligible,
HUMAN_O15529_P51164,O15529,P51164,1,direct_positive,,eligible,
HUMAN_O15529_P52803,O15529,P52803,1,direct_positive,,eligible,
HUMAN_O15529_P54315,O15529,P54315,1,direct_positive,,eligible,
HUMAN_O15529_P54849,O15529,P54849,1,direct_positive,,eligible,
HUMAN_O15529_P55061,O15529,P55061,1,direct_positive,,eligible,
HUMAN_O15529_P60201,O15529,P60201,1,direct_positive,,eligible,
HUMAN_O15529_Q01453,O15529,Q01453,1,direct_positive,,eligible,
HUMAN_O15529_Q01638,O15529,Q01638,1,direct_positive,,eligible,
HUMAN_O15529_Q07325,O15529,Q07325,1,direct_positive,,eligible,
HUMAN_O15529_Q08708,O15529,Q08708,1,direct_positive,,eligible,
HUMAN_O15529_Q09470,O15529,Q09470,1,direct_positive,,eligible,
HUMAN_O15529_Q12983,O15529,Q12983,1,direct_positive,,eligible,
HUMAN_O15529_Q14802,O15529,Q14802,1,direct_positive,,eligible,
HUMAN_O15529_Q14CN2,O15529,Q14CN2,1,direct_positive,,eligible,
HUMAN_O15529_Q15848,O15529,Q15848,1,direct_positive,,eligible,
HUMAN_O15529_Q16873,O15529,Q16873,1,direct_positive,,eligible,
HUMAN_O15529_Q3MIR4,O15529,Q3MIR4,1,direct_positive,,eligible,
HUMAN_O15529_Q4LDR2,O15529,Q4LDR2,1,direct_positive,,eligible,
HUMAN_O15529_Q5QGT7,O15529,Q5QGT7,1,direct_positive,,eligible,
HUMAN_O15529_Q5TGU0,O15529,Q5TGU0,1,direct_positive,,eligible,
HUMAN_O15529_Q6ICL7,O15529,Q6ICL7,1,direct_positive,,eligible,
HUMAN_O15529_Q6N075,O15529,Q6N075,1,direct_positive,,eligible,
HUMAN_O15529_Q6PI78,O15529,Q6PI78,1,direct_positive,,eligible,
HUMAN_O15529_Q6ZP80,O15529,Q6ZP80,1,direct_positive,,eligible,
HUMAN_O15529_Q6ZSS7,O15529,Q6ZSS7,1,direct_positive,,eligible,
HUMAN_O15529_Q7Z2K6,O15529,Q7Z2K6,1,direct_positive,,eligible,
HUMAN_O15529_Q86W74,O15529,Q86W74,1,direct_positive,,eligible,
HUMAN_O15529_Q8IVJ1,O15529,Q8IVJ1,1,direct_positive,,eligible,
HUMAN_O15529_Q8IWU4,O15529,Q8IWU4,1,direct_positive,,eligible,
HUMAN_O15529_Q8IXB3,O15529,Q8IXB3,1,direct_positive,,eligible,
HUMAN_O15529_Q8IXM6,O15529,Q8IXM6,1,direct_positive,,eligible,
HUMAN_O15529_Q8N682,O15529,Q8N682,1,direct_positive,,eligible,
HUMAN_O15529_Q8N6R1,O15529,Q8N6R1,1,direct_positive,,eligible,
HUMAN_O15529_Q8NHW4,O15529,Q8NHW4,1,direct_positive,,eligible,
HUMAN_O15529_Q8TAF8,O15529,Q8TAF8,1,direct_positive,,eligible,
HUMAN_O15529_Q8WVV5,O15529,Q8WVV5,1,direct_positive,,eligible,
HUMAN_O15529_Q8WW34,O15529,Q8WW34,1,direct_positive,,eligible,
HUMAN_O15529_Q92520,O15529,Q92520,1,direct_positive,,eligible,
HUMAN_O15529_Q96E93,O15529,Q96E93,1,direct_positive,,eligible,
HUMAN_O15529_Q96EC8,O15529,Q96EC8,1,direct_positive,,eligible,
HUMAN_O15529_Q96GQ5,O15529,Q96GQ5,1,direct_positive,,eligible,
HUMAN_O15529_Q96HH6,O15529,Q96HH6,1,direct_positive,,eligible,
HUMAN_O15529_Q96JW4,O15529,Q96JW4,1,direct_positive,,eligible,
HUMAN_O15529_Q96Q45,O15529,Q96Q45,1,direct_positive,,eligible,
HUMAN_O15529_Q99437,O15529,Q99437,1,direct_positive,,eligible,
HUMAN_O15529_Q99726,O15529,Q99726,1,direct_positive,,eligible,
HUMAN_O15529_Q9BRI3,O15529,Q9BRI3,1,direct_positive,,eligible,
HUMAN_O15529_Q9BSR8,O15529,Q9BSR8,1,direct_positive,,eligible,
HUMAN_O15529_Q9BVK8,O15529,Q9BVK8,1,direct_positive,,eligible,
HUMAN_O15529_Q9BWQ6,O15529,Q9BWQ6,1,direct_positive,,eligible,
HUMAN_O15529_Q9BZL3,O15529,Q9BZL3,1,direct_positive,,eligible,
HUMAN_O15529_Q9H0Q3,O15529,Q9H0Q3,1,direct_positive,,eligible,
HUMAN_O15529_Q9H2A7,O15529,Q9H2A7,1,direct_positive,,eligible,
HUMAN_O15529_Q9H2H9,O15529,Q9H2H9,1,direct_positive,,eligible,
HUMAN_O15529_Q9H2L4,O15529,Q9H2L4,1,direct_positive,,eligible,
HUMAN_O15529_Q9H7V2,O15529,Q9H7V2,1,direct_positive,,eligible,
HUMAN_O15529_Q9HD20,O15529,Q9HD20,1,direct_positive,,eligible,
HUMAN_O15529_Q9HDC5,O15529,Q9HDC5,1,direct_positive,,eligible,
HUMAN_O15529_Q9NP94,O15529,Q9NP94,1,direct_positive,,eligible,
HUMAN_O15529_Q9NRQ5,O15529,Q9NRQ5,1,direct_positive,,eligible,
HUMAN_O15529_Q9NRX5,O15529,Q9NRX5,1,direct_positive,,eligible,
HUMAN_O15529_Q9NS00,O15529,Q9NS00,1,direct_positive,,eligible,
HUMAN_O15529_Q9NS64,O15529,Q9NS64,1,direct_positive,,eligible,
HUMAN_O15529_Q9NSU2,O15529,Q9NSU2,1,direct_positive,,eligible,
HUMAN_O15529_Q9NV12,O15529,Q9NV12,1,direct_positive,,eligible,
HUMAN_O15529_Q9NVC3,O15529,Q9NVC3,1,direct_positive,,eligible,
HUMAN_O15529_Q9NWH2,O15529,Q9NWH2,1,direct_positive,,eligible,
HUMAN_O15529_Q9NX14,O15529,Q9NX14,1,direct_positive,,eligible,
HUMAN_O15529_Q9NZG7,O15529,Q9NZG7,1,direct_positive,,eligible,
HUMAN_O15529_Q9P0B6,O15529,Q9P0B6,1,direct_positive,,eligible,
HUMAN_O15529_Q9UHP7,O15529,Q9UHP7,1,direct_positive,,eligible,
HUMAN_O15529_Q9UIQ6,O15529,Q9UIQ6,1,direct_positive,,eligible,
HUMAN_O15529_Q9UNK0,O15529,Q9UNK0,1,direct_positive,,eligible,
HUMAN_O15529_Q9Y548,O15529,Q9Y548,1,direct_positive,,eligible,
HUMAN_O15529_Q9Y5U9,O15529,Q9Y5U9,1,direct_positive,,eligible,
HUMAN_O15529_Q9Y6I9,O15529,Q9Y6I9,1,direct_positive,,eligible,
HUMAN_O15530_O95988,O15530,O95988,0,curated_negative,,eligible,
HUMAN_O15530_P56277,O15530,P56277,0,curated_negative,,eligible,
HUMAN_O15530_P56279,O15530,P56279,0,curated_negative,,eligible,
HUMAN_O15534_Q15654,O15534,Q15654,1,direct_positive,,eligible,
HUMAN_O15534_Q8ND90,O15534,Q8ND90,1,direct_positive,,eligible,
HUMAN_O15535_P10073,O15535,P10073,1,direct_positive,,eligible,
HUMAN_O15535_P55040,O15535,P55040,1,direct_positive,,eligible,
HUMAN_O15535_P78362,O15535,P78362,1,direct_positive,,eligible,
HUMAN_O15535_Q14192,O15535,Q14192,1,direct_positive,,eligible,
HUMAN_O15535_Q3MJ62,O15535,Q3MJ62,1,direct_positive,,eligible,
HUMAN_O15535_Q8TAP4,O15535,Q8TAP4,1,direct_positive,,eligible,
HUMAN_O15535_Q96EF6,O15535,Q96EF6,1,direct_positive,,eligible,
HUMAN_O15535_Q9NWS9,O15535,Q9NWS9,1,direct_positive,,eligible,
HUMAN_O15535_Q9NX04,O15535,Q9NX04,1,direct_positive,,eligible,
HUMAN_O15539_P50222,O15539,P50222,1,direct_positive,,eligible,
HUMAN_O15550_P50222,O15550,P50222,1,direct_positive,,eligible,
HUMAN_O15552_O43561,O15552,O43561,1,direct_positive,,eligible,
HUMAN_O15552_O60883,O15552,O60883,1,direct_positive,,eligible,
HUMAN_O15552_O75063,O15552,O75063,1,direct_positive,,eligible,
HUMAN_O15552_O75084,O15552,O75084,1,direct_positive,,eligible,
HUMAN_O15552_O75841,O15552,O75841,1,direct_positive,,eligible,
HUMAN_O15552_O95070,O15552,O95070,1,direct_positive,,eligible,
HUMAN_O15552_O95214,O15552,O95214,1,direct_positive,,eligible,
HUMAN_O15552_O95393,O15552,O95393,1,direct_positive,,eligible,
HUMAN_O15552_O95406,O15552,O95406,1,direct_positive,,eligible,
HUMAN_O15552_O95968,O15552,O95968,1,direct_positive,,eligible,
HUMAN_O15552_P01375,O15552,P01375,1,direct_positive,,eligible,
HUMAN_O15552_P02724,O15552,P02724,1,direct_positive,,eligible,
HUMAN_O15552_P04264,O15552,P04264,1,direct_positive,,eligible,
HUMAN_O15552_P05090,O15552,P05090,1,direct_positive,,eligible,
HUMAN_O15552_P0DN84,O15552,P0DN84,1,direct_positive,,eligible,
HUMAN_O15552_P17152,O15552,P17152,1,direct_positive,,eligible,
HUMAN_O15552_P20292,O15552,P20292,1,direct_positive,,eligible,
HUMAN_O15552_P27352,O15552,P27352,1,direct_positive,,eligible,
HUMAN_O15552_P27449,O15552,P27449,1,direct_positive,,eligible,
HUMAN_O15552_P27701,O15552,P27701,1,direct_positive,,eligible,
HUMAN_O15552_P29033,O15552,P29033,1,direct_positive,,eligible,
HUMAN_O15552_P29400,O15552,P29400,1,direct_positive,,eligible,
HUMAN_O15552_P30273,O15552,P30273,1,direct_positive,,eligible,
HUMAN_O15552_P42857,O15552,P42857,1,direct_positive,,eligible,
HUMAN_O15552_P48230,O15552,P48230,1,direct_positive,,eligible,
HUMAN_O15552_P54315,O15552,P54315,1,direct_positive,,eligible,
HUMAN_O15552_P54849,O15552,P54849,1,direct_positive,,eligible,
HUMAN_O15552_P56851,O15552,P56851,1,direct_positive,,eligible,
