source_database	source_version	evidence_role	namespace	raw_identifier	mapping_query_id	isoform_specific	occurrence_count	all_uniprot_targets	reviewed_human_targets	resolved_accession	resolution_status	resolution_reason
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000111012	ENSG00000111012	false	3	A0AAA9YHN9;A0AAA9YHZ6;A0ABB0MVF9;A0ABB0MVH2;O15528	O15528	O15528	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000111186	ENSG00000111186	false	2	A0ACI8VIL3;F5GYM2;F5H034;F5H364;F5H7Q6;Q9H1J7	Q9H1J7	Q9H1J7	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000111224	ENSG00000111224	false	2	A0ACI8U3E2;F5H8L8;F8WFA3;G3V0I3;Q9NR21	Q9NR21	Q9NR21	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000111321	ENSG00000111321	false	3	A0ACI8QKH4;A0ACI8RF63;A0ACI8RLU8;A0ACI8S607;A0ACI8UYD3;A0ACI8UYD4;A0ACI8UYE5;A0ACI8UYF3;A0ACI8UYJ1;A0ACI8UYT2;A0ACI8V1H2;A0ACI8V1H5;F5H1S5;F5H2E7;F5H627;F5H6F8;P36941	P36941	P36941	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000111605	ENSG00000111605	false	2	A0A3B3ISW1;A0ACI8Q748;A0ACI8Q749;A0ACI8QBU1;A0ACI8QYW5;A0ACI8R7T7;A0ACI8SAP6;A0ACI8TD40;A0ACI8TDA0;A0ACI8TDU4;A0ACI8TE45;A0ACI8TEE5;A0ACI8TEF6;A0ACI8TEM3;A0ACI8TER2;A0ACI8TEU7;A0ACI8U6K8;F8VNP8;F8W084;F8WJN3;Q16630	Q16630	Q16630	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000111641	ENSG00000111641	false	2	A0ACI8PVZ2;A0ACI8TU98;A0ACI8TUP0;A0ACI8TUW0;A0ACI8TUY5;A0ACI8TW89;A0ACI8TWA3;A0ACI8V763;A0ACI8V796;A0ACI8V7A5;F5GWB7;F5GYR3;F5H359;F5H5X6;F5H709;F5H8G6;P46087	P46087	P46087	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000111843	ENSG00000111843	false	3	A0ACI8PEN4;A0ACI8STT4;Q9P0S9	Q9P0S9	Q9P0S9	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000112175	ENSG00000112175	false	6	P22003	P22003	P22003	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000112210	ENSG00000112210	false	2	A0ACI8VAB2;A0ACI8VAD2;Q9ULC3	Q9ULC3	Q9ULC3	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000112539	ENSG00000112539	false	2	Q5T5N4	Q5T5N4	Q5T5N4	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000113387	ENSG00000113387	false	1	A0ACI8RL41;A0ACI8RXL6;A0ACI8T3P8;A0ACI8T3R9;A0ACI8T3S3;A0ACI8T3S4;A0ACI8T3S9;D6R970;D6RC37;P53999	P53999	P53999	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000113532	ENSG00000113532	false	5	A0ACI8QHR8;A0ACI8S3L2;A0ACI8V1E4;E5RFK3;Q92187	Q92187	Q92187	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000113558	ENSG00000113558	false	2	A0ACI8Q048;A0ACI8Q4S6;A0ACI8TRY7;A0ACI8TS07;A0ACI8TS58;A0ACI8TSB5;A0ACI8VHE3;E5RGM3;E5RGM4;E5RHM3;E5RJR5;E5RK33;E7ERH2;F8W8N3;P63208	P63208	P63208	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000113758	ENSG00000113758	false	5	A0ACI8PKK3;A0ACI8QB40;A0ACI8QCA7;A0ACI8QJ44;A0ACI8REQ0;A0ACI8UPG3;A0ACI8UPH0;A0ACI8UPL2;A0ACI8UPL3;D6R9Q9;D6R9W4;D6RCR4;D6RFI1;Q16643	Q16643	Q16643	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000114346	ENSG00000114346	false	3	A0ACI8RKG6;A0ACI8S1K6;A0ACI8T373;A0ACI8T392;A0ACI8T3B6;A0ACI8T3C9;A0ACI8T3H2;C9J0L6;C9J1C4;C9JB41;C9JDB4;C9JDV9;C9JTI2;H7C103;H7C3G1;Q9H8V3	Q9H8V3	Q9H8V3	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000114416	ENSG00000114416	false	2	A0A8V8TM97;A0A8V8TMQ1;A0A8V8TNP6;A0ACI8SW54;A0ACI8SWH0;A0ACI8SWH1;A0ACI8SWH6;A0ACI8SWI2;A0ACI8SWI4;A0ACI8SWI8;A0ACI8SWJ5;A0ACI8SWK0;A0ACI8VDN5;A0ACI8VDP3;A0ACI8VDS9;C9IZ22;C9J5B4;C9JAJ4;C9JY20;C9JYQ6;C9JZE0;E7EU85;E9PFF5;F6U8N9;H7C4S4;P51114	P51114	P51114	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000114646	ENSG00000114646	false	3	A0A087WUT8;O95196	O95196	O95196	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000115159	ENSG00000115159	false	6	A0ACI8QGT9;A0ACI8S6C7;E7EM56;E9PDK4;F5GYK7;P43304	P43304	P43304	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000115170	ENSG00000115170	false	6	A0A1B0GXA9;A0A804HHZ2;A0A804HJQ0;A0ACI8PHA5;A0ACI8TPS1;A0ACI8UCI3;C9JHJ7;C9JW28;Q04771	Q04771	Q04771	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000115226	ENSG00000115226	false	3	A0ACI8TQW4;Q9H6D8	Q9H6D8	Q9H6D8	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000115263	ENSG00000115263	false	3	P01275	P01275	P01275	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000115289	ENSG00000115289	false	2	A0ACI8PUS4;A0ACI8SM04;A0ACI8SM22;A0ACI8SM31;A0ACI8SM40;A0ACI8SM66;A0ACI8UI67;Q9BSM1	Q9BSM1	Q9BSM1	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000115392	ENSG00000115392	false	2	A0A087X0C0;A0A8Q3SIE7;A0A8Q3SIH1;A0A8Q3SIH3;A0A8Q3SIK5;A0A8Q3SIK6;A0A8Q3SIK9;A0A8Q3SIL3;A0A8Q3SIM1;A0A8Q3SIM8;A0A8Q3SIP2;A0A8Q3SIP3;A0A8Q3SIQ5;A0A8Q3SIQ9;A0A8Q3SIR8;A0A8Q3SIR9;A0A8Q3SIS2;A0A8Q3SIS7;A0A8Q3SIV1;A0A8Q3SIV2;A0A8Q3SIX5;A0A8Q3SJE4;A0A8Q3WL63;A0A8Q3WL68;A0A8Q3WL81;A0A8Q3WL86;A0A8Q3WL92;A0A8Q3WL94;A0A8Q3WL96;A0A8Q3WLA1;A0A8Q3WLA2;A0A8Q3WLA4;A0A8Q3WLA5;A0A8Q3WLA7;A0A8Q3WLB5;A0A8Q3WLB8;A0A8Q3WLC1;A0A8Q3WLC2;A0A8Q3WLD6;A0A8Q3WLE2;A0A8Q3WLF1;A0A8Q3WLF5;A0A8Q3WLH7;A0A8Q3WLU8;A0A8Q3WLW1;A0A8Q3WM82;A0A8Q3WM87;A0A8Q3WM99;A0A8Q3WMB2;A0A8Q3WMB7;A0A8Q3WMD3;A0A8Q3WMD8;A0A8Q3WMF1;A0A8Q3WMF8;A0A8Q3WMH1;A0ACI8RS11;A0ACI8SH53;A0ACI8STX1;A0ACI8STX8;B5MC31;B5MCZ6;C9J512;C9JZA9;H7C1M0;Q9NW38	Q9NW38	Q9NW38	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000115694	ENSG00000115694	false	4	A0ACI8QY87;A0ACI8RKI6;A0ACI8SG88;A0ACI8TLV3;C9J232;C9J6L2;C9J8E8;C9JCC0;C9JDH9;C9JFA1;C9JIH8;C9JJV0;C9JN58;C9K0M6;E7EM58;H7C279;O00506	O00506	O00506	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000115808	ENSG00000115808	false	2	A0ACI8PRZ4;A0ACI8QGD6;A0ACI8TFF0;A0ACI8UM91;A0ACI8UME7;A0ACI8UMX0;A0ACI8UN52;O43815	O43815	O43815	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000116005	ENSG00000116005	false	2	A0ACI8RZS5;A0ACI8T6B5;A0ACI8V0E9;A0ACI8V0F8;C9JGT6;C9JM55;C9K055;F8W8W4;Q9UHG3	Q9UHG3	Q9UHG3	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000116062	ENSG00000116062	false	2	A0A494C0M1;A0A8V8TPJ4;A0A8V8TPR2;A0A8V8TQJ0;A0A8V8TQW9;A0ACI8QWG9;A0ACI8RLM0;A0ACI8S2F0;A0ACI8TXW4;A0ACI8TY01;A0ACI8TY03;A0ACI8TYH3;F8W7G9;F8WAX8;P52701	P52701	P52701	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000116141	ENSG00000116141	false	2	A0A087X0I6;A0A0A0MSF1;A0A7I2V4P8;A0A7I2V550;A0A7I2V624;A0A7I2YQC1;A0ACI8P8T8;A0ACI8PBP6;A0ACI8PC34;A0ACI8R2Q6;A0ACI8SS30;A0ACI8SS39;A0ACI8SS47;A0ACI8UHD5;A0ACI8UHS6;A0ACI8UI71;A0ACI8UI79;A0ACI8UI81;A0ACI8UIL5;Q9P0L2	Q9P0L2	Q9P0L2	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000116329	ENSG00000116329	false	3	P41143	P41143	P41143	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000116525	ENSG00000116525	false	2	Q9BVG3	Q9BVG3	Q9BVG3	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000116691	ENSG00000116691	false	6	A0ACI8PB12;A0ACI8T2M0;A0ACI8VML0;Q5JXC2	Q5JXC2	Q5JXC2	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000116809	ENSG00000116809	false	3	A0ACI8QIP0;A0ACI8QV97;A0ACI8R8A0;A0ACI8RKU0;A0ACI8S0M6;A0ACI8S1U5;A0ACI8SF12;A0ACI8USA0;A0ACI8USB0;A0ACI8USB5;A0ACI8USD5;H0Y6X2;H7C1K8;Q13105	Q13105	Q13105	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000116830	ENSG00000116830	false	3	A0ACI8TLX6;A0ACI8TMB4;A0ACI8TMC1;A0ACI8TME3;A0ACI8TMF6;A0ACI8TMI4;A0ACI8TML7;Q9UNY4;X6RI15	Q9UNY4	Q9UNY4	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000116983	ENSG00000116983	false	6	A0A087X1C8;A0ACI8PQB1;A0ACI8R1F3;Q9UM19	Q9UM19	Q9UM19	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000117010	ENSG00000117010	false	3	A0ACI8QRQ3;A0ACI8T467;A0ACI8T471;A0ACI8UDR3;Q5T5D7;Q5T5D8;Q5T5D9	Q5T5D7	Q5T5D7	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000117266	ENSG00000117266	false	2	A0A0A0MSJ6;A0ACI8S1Y6;A0ACI8S8N9;A0ACI8SFD3;A0ACI8SH42;A0ACI8TDS2;A0ACI8TE27;A0ACI8U9Q5;A0ACI8U9U1;D6R9B0;Q07002	Q07002	Q07002	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000117281	ENSG00000117281	false	3	A0ACI8R409;A0ACI8RPV6;A0ACI8UV32;O95971	O95971	O95971	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000117308	ENSG00000117308	false	2	A0ACI8P8T3;A0ACI8R9H1;Q14376;Q5QPP1;Q5QPP3;Q5QPP4;Q5QPP9	Q14376	Q14376	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000117385	ENSG00000117385	false	2	A0ACI8R4S0;A0ACI8RQB9;A0ACI8RUF8;A0ACI8S5F5;A0ACI8SGX0;A0ACI8TFB0;A0ACI8TFC1;A0ACI8TFD7;A0ACI8TFL6;A0ACI8VEV5;E2QRI1;H7C2W6;Q32P28	Q32P28	Q32P28	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000117475	ENSG00000117475	false	2	A0ACI8QQV8;A0ACI8RX12;Q5T532;Q5T534;Q9H2G9	Q9H2G9	Q9H2G9	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000117586	ENSG00000117586	false	2	A0AAQ5BI34;P23510	P23510	P23510	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000117682	ENSG00000117682	false	2	A0A8V8TQ81;A0A8V8TQ96;A0A8V8TQQ9;A0A8V8TQS0;A0A8V8TQU2;A0A8V8TR89;A0A8V8TRI4;A0ACI8Q2A3;A0ACI8RX66;A0ACI8S3P1;A0ACI8SY71;A0ACI8SYB2;A0ACI8SYC8;A0ACI8SYD6;A0ACI8V476;A0ACI8V481;A0ACI8V488;E9PI09;E9PI64;E9PKJ5;E9PL99;E9PR24;E9PRS7;E9PSH7;H0Y4T1;Q5T0A0;Q5T0A1;Q5T0A2;Q5T0A3;Q5T0A6;Q86SQ9	Q86SQ9	Q86SQ9	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000118113	ENSG00000118113	false	2	E9PIY7;E9PJB3;E9PL87;H7C1M3;P22894	P22894	P22894	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000118260	ENSG00000118260	false	2	A0ACI8RSK9;A0ACI8SC82;A0ACI8V5G2;C9J276;C9J4L5;C9J896;C9JBT4;C9JCI4;E7EWP8;H7C1R5;H7C3I0;P16220	P16220	P16220	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000118298	ENSG00000118298	false	2	A0ACI8RMI7;A0ACI8TTE1;A0ACI8TTK6;A0ACI8UXJ2;A0ACI8UXJ3;A0ACI8UXM3;Q9ULX7;U3KPU6;U3KQH0	Q9ULX7	Q9ULX7	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000118495	ENSG00000118495	false	3	A0A0D9SEQ4;A0A0D9SFI7;A0A0D9SFL4;A0A0D9SFM8;A0A0D9SFN6;A0A0D9SGF7;A0A3B3IRN7;Q9UM63	Q9UM63	Q9UM63	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000118514	ENSG00000118514	false	2	A0ACI8Q4Y7;A0ACI8QXM4;A0ACI8RHX4;A0ACI8RLC9;A0ACI8RV79;A0ACI8S6Q8;E9PKV1;H0YF40;Q9H2A2	Q9H2A2	Q9H2A2	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000118894	ENSG00000118894	false	2	A0ACI8RXL7;A0ACI8U4D3;A0ACI8U4F1;A0ACI8U4H0;A0ACI8V1T4;K7EIJ3;K7EQE4;K7ES84;Q96G04	Q96G04	Q96G04	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000118961	ENSG00000118961	false	2	A0A0A0MSH6;A0ACI8SJR4;A0ACM8QBN3;B5MCE2;B5MCU4;B5MDU6;C9JHU6;C9JUM0;D3YTH1;Q9H6V9	Q9H6V9	Q9H6V9	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000119285	ENSG00000119285	false	3	A0ACI8TEI8;F6SQN4;Q5T3Q7;Q9H583	Q9H583	Q9H583	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000119414	ENSG00000119414	false	5	A0ACI8RYH5;A0ACI8SZF9;A0ACI8SZI2;O00743;Q5T1S7	O00743	O00743	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000119471	ENSG00000119471	false	2	A0ACI8PDH4;A0ACI8PGV0;A0ACI8PKD1;A0ACI8PRS5;A0ACI8PZZ3;A0ACI8Q8T0;A0ACI8QK74;A0ACI8QKK8;A0ACI8QT20;A0ACI8RLP7;A0ACI8RS03;A0ACI8THC4;A0ACI8U6B8;A0ACI8U6S7;A0ACI8U6U6;A0ACI8U7V0;A0ACI8U8C8;A0ACI8U8W3;A0ACI8U8Z8;Q6YN16	Q6YN16	Q6YN16	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000119574	ENSG00000119574	false	2	A0ACI8QNM9;A0ACI8TEV4;M0QZ57;M0R1I4;Q96K62	Q96K62	Q96K62	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000119636	ENSG00000119636	false	3	A0A0B4J2D7;A0ACI8QT78;A0ACI8QT86;G3V488;Q8ND07	Q8ND07	Q8ND07	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000119655	ENSG00000119655	false	6	A0ACI8PDZ2;A0ACI8TNK9;A0ACI8TPZ1;E7EMS2;G3V2V8;G3V3D1;G3V3E8;H0YIZ1;H0YJE2;J3KMY5;P61916	P61916	P61916	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000119737	ENSG00000119737	false	3	O95800	O95800	O95800	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000119878	ENSG00000119878	false	6	A0ABB0MV94;Q9P021	Q9P021	Q9P021	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000119917	ENSG00000119917	false	2	A0A7P0T7D6;A0A7P0T855;A0A7P0TA20;A0A7P0Z4G0;O14879	O14879	O14879	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000120008	ENSG00000120008	false	3	Q9BZH6;S4R3P9;S4R3Z0;S4R451	Q9BZH6	Q9BZH6	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000120071	ENSG00000120071	false	3	A0A0G2JQP8;A0A1W2PPV8;A0A1W2PQT4;A0A1W2PRA9;A0A1W2PRB5;A0A1W2PRR3;A0A1W2PS83;A0A3B3IT55;A0A9S7M8F4;A0ACI8QWV5;A0ACI8QWY8;A0ACI8SXW2;I3L233;Q7Z3B3	Q7Z3B3	Q7Z3B3	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000120563	ENSG00000120563	false	2	H0YDZ2;Q6UWQ5	Q6UWQ5	Q6UWQ5	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000120658	ENSG00000120658	false	3	A0ACI8PQR3;A0ACI8PUL6;A0ACI8U577;A0ACI8U5A1;A0ACI8U5N3;A0ACI8U7C4;Q8TC92	Q8TC92	Q8TC92	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000121075	ENSG00000121075	false	2	K7EPY2;P57082	P57082	P57082	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000121351	ENSG00000121351	false	2	F5H0S1;F5H1F0;H0YF85;P10997	P10997	P10997	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000121851	ENSG00000121851	false	3	A0ACI8QDQ1;A0ACI8RGP9;A6NGX6;Q9BT43	Q9BT43	Q9BT43	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000121858	ENSG00000121858	false	3	A0ACI8P9S5;A0ACI8PDG1;A0ACI8PGS7;A0ACI8PV96;A0ACI8RMI2;A0ACI8VIV8;H7C246;P50591	P50591	P50591	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000122218	ENSG00000122218	false	2	A0A3B3IS23;A0A3B3IS84;A0A3B3ISC6;A0A3B3ISK1;A0A3B3IT15;A0A3B3ITI7;A0A3B3ITV3;A0A3B3ITX2;A0A3B3IU78;A0A3B3IU84;A0A3B3IU89;A0ACI8QC35;A0ACI8QC60;A0ACI8SJX2;A0ACI8SJZ8;A0ACI8SK06;A0ACI8SK39;A0ACI8VR66;A0ACI8VRL6;A0ACI8VS51;A0ACI8VS92;A0ACI8VS97;A0ACI8VS99;A0ACI8VSF0;A0ACI8VSI8;A0ACI8VSJ5;P53621	P53621	P53621	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000122299	ENSG00000122299	false	3	I3L1Y3;I3L282;I3L2K5;I3L2N8;I3L323;I3L382;I3L3F9;I3L3S2;Q8IWR0	Q8IWR0	Q8IWR0	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000123144	ENSG00000123144	false	2	K7ELS0;K7EN60;K7ERU7;Q9BQ61	Q9BQ61	Q9BQ61	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000123353	ENSG00000123353	false	2	F8VWV8;F8VXD5;Q53FV1	Q53FV1	Q53FV1	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000123415	ENSG00000123415	false	1	A0A0U1RRE6;D6RA25;D6RA78;D6RAI1;D6RAS0;D6RD88;D6RI04;D6RIA4;H0YA95;Q53HV7	Q53HV7	Q53HV7	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000123444	ENSG00000123444	false	3	A0ACI8SQV9;A0ACI8VB88;E9PJ66;E9PJY1;E9PL18;E9PM58;E9PQ38;E9PSA4;Q9NVX7	Q9NVX7	Q9NVX7	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000123560	ENSG00000123560	false	2	A0ACI8PK40;A0ACI8PZF7;A0ACI8Q7Z7;A0ACI8QHB1;A0ACI8R2X2;A0ACI8RY52;B1B1G1;B1B1G2;B1B1G3;B1B1G4;B1B1G6;P60201	P60201	P60201	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000124074	ENSG00000124074	false	2	A0A087X0D0;A0ACI8QZT6;Q9H0I2;R4GN60	Q9H0I2	Q9H0I2	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000124104	ENSG00000124104	false	5	A0A087WU61;Q5JZH3;Q5JZH4;Q969T3	Q969T3	Q969T3	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000124209	ENSG00000124209	false	2	A0ACI8PN56;A0ACI8PQE4;Q9UL26	Q9UL26	Q9UL26	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000124214	ENSG00000124214	false	2	A0ACI8P699;F6UDC6;O95793;Q5JW28;Q5JW30	O95793	O95793	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000124357	ENSG00000124357	false	2	A0ACI8Q038;A0ACI8R3L9;A0ACI8TWI4;A0ACI8UN72;C9JEV6;C9JMR7;E9PPU6;H0YC94;H0YE82;H0YEB7;H0YF44;H7C1L7;H7C286;H7C3G9;Q9UJ70	Q9UJ70	Q9UJ70	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000124380	ENSG00000124380	false	3	A0ACI8SJT7;A0ACI8SJU8;A0ACI8UZC6;B8ZZ98;H0YBW5;Q8WVK2	Q8WVK2	Q8WVK2	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000124444	ENSG00000124444	false	1	A0ACI8S8X2;Q9H609	Q9H609	Q9H609	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000124535	ENSG00000124535	false	3	A0ACI8T430;A0ACI8T475;Q96S55	Q96S55	Q96S55	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000124564	ENSG00000124564	false	3	A0ACI8PDZ1;A0ACI8PKS2;A0ACI8QKU1;A0ACI8QTN9;A0ACI8R445;A0ACI8RSE9;A0ACI8RW05;E9PBQ8;H0Y8R7;H0Y9F7;O00476	O00476	O00476	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000124588	ENSG00000124588	false	6	A0ACI8QXC8;A0ACI8TGP5;A0ACI8TGP9;A0ACI8TGQ0;A0ACI8TGQ8;A0ACI8TGU8;A0ACI8TGV2;A0ACI8UP68;A2A2U4;P16083;Q5TD05;Q5TD07;U3KQG7	P16083	P16083	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000124827	ENSG00000124827	false	3	O75603	O75603	O75603	accepted	unique_reviewed_human_target
